filename,n_bibls,n_cits
phi1056.phi001.perseus-eng1.xml,0,0
phi1056.phi001.perseus-lat1.xml,0,0
phi1002.phi001.perseus-lat2.xml,0,0
phi1002.phi001.perseus-eng2.xml,104,104
stoa0255.stoa010.perseus-lat2.xml,0,0
stoa0255.stoa011.perseus-lat2.xml,0,0
stoa0255.stoa004.perseus-lat2.xml,0,0
stoa0255.stoa014.perseus-lat2.xml,0,0
stoa0255.stoa013.perseus-lat2.xml,0,0
stoa0255.stoa012.perseus-lat2.xml,0,0
stoa0255.stoa008.perseus-lat2.xml,0,0
stoa0255.stoa006.perseus-lat2.xml,0,0
stoa0255.stoa007.perseus-lat2.xml,0,0
stoa0255.stoa009.perseus-lat2.xml,0,0
stoa0058.stoa028.perseus-lat1.xml,0,0
stoa0058.stoa028.perseus-eng1.xml,0,0
stoa0058.stoa003.perseus-eng1.xml,0,0
stoa0058.stoa003.perseus-lat1.xml,0,0
stoa0058.stoa025.perseus-eng1.xml,0,0
stoa0058.stoa025.perseus-lat1.xml,0,0
stoa0058.stoa023.perseus-eng1.xml,0,0
stoa0058.stoa023.perseus-lat1.xml,0,0
stoa0058.stoa006.perseus-lat1.xml,0,0
stoa0058.stoa006.perseus-eng1.xml,0,0
stoa0058.stoa001.perseus-lat2.xml,0,0
stoa0058.stoa001.perseus-eng1.xml,0,0
phi1345.phi001.perseus-lat2.xml,0,0
phi0631.phi002.perseus-lat4.xml,0,0
phi0631.phi002.perseus-eng2.xml,101,101
phi0631.phi002.perseus-lat3.xml,0,0
phi0631.phi003.perseus-lat2.xml,0,0
phi0631.phi001.perseus-lat4.xml,0,0
phi0631.phi001.perseus-lat3.xml,0,0
phi0631.phi001.perseus-eng2.xml,39,31
phi1318.phi001.perseus-lat1.xml,0,0
phi2331.phi010.perseus-lat2.xml,0,0
phi2331.phi028.perseus-lat2.xml,0,0
phi2331.phi017.perseus-lat2.xml,0,0
phi2331.phi021.perseus-lat2.xml,0,0
phi2331.phi019.perseus-lat2.xml,0,0
phi2331.phi026.perseus-lat2.xml,0,0
phi2331.phi018.perseus-lat2.xml,0,0
phi2331.phi027.perseus-lat2.xml,0,0
phi2331.phi020.perseus-lat2.xml,0,0
phi2331.phi029.perseus-lat2.xml,0,0
phi2331.phi016.perseus-lat2.xml,0,0
phi2331.phi011.perseus-lat2.xml,0,0
phi2331.phi002.perseus-lat2.xml,0,0
phi2331.phi005.perseus-lat2.xml,0,0
phi2331.phi004.perseus-lat2.xml,0,0
phi2331.phi003.perseus-lat2.xml,0,0
phi2331.phi014.perseus-lat2.xml,0,0
phi2331.phi013.perseus-lat2.xml,0,0
phi2331.phi025.perseus-lat2.xml,0,0
phi2331.phi022.perseus-lat2.xml,0,0
phi2331.phi023.perseus-lat2.xml,0,0
phi2331.phi024.perseus-lat2.xml,0,0
phi2331.phi012.perseus-lat2.xml,0,0
phi2331.phi015.perseus-lat2.xml,0,0
phi2331.phi008.perseus-lat2.xml,0,0
phi2331.phi030.perseus-lat2.xml,0,0
phi2331.phi006.perseus-lat2.xml,0,0
