ABOs,Original P4 CTS URN,Perseus Abbreviation,Language,Perseus text ID,Authors,Work,"Other Abbreviations (LSJ, OCD, etc)",Notes
none,urn:cts:greekLit:tlg0284.tlg013.perseus-grc1,Ael. Ar. Orat. 13,Greek,Perseus:text:2008.01.0588:text=13,"Aristides, Aelius.",Orationes 13,Aristid. 13 ; Aristid. Or. 13,
none,urn:cts:greekLit:tlg0284.tlg014.perseus-grc1,Ael. Ar. Orat. 14,Greek,Perseus:text:2008.01.0588:text=14,"Aristides, Aelius.",Orationes 14,Aristid. 14 ; Aristid. Or. 14,
none,urn:cts:greekLit:tlg0284.tlg015.perseus-grc1,Ael. Ar. Orat. 15,Greek,Perseus:text:2008.01.0588:text=15,"Aristides, Aelius.",Orationes 15,Aristid. 15 ; Aristid. Or. 15,
none,urn:cts:greekLit:tlg0284.tlg016.perseus-grc1,Ael. Ar. Orat. 16,Greek,Perseus:text:2008.01.0588:text=16,"Aristides, Aelius.",Orationes 16,Aristid. 16 ; Aristid. Or. 16,
none,urn:cts:greekLit:tlg0284.tlg017.perseus-grc1,Ael. Ar. Orat. 17,Greek,Perseus:text:2008.01.0588:text=17,"Aristides, Aelius.",Orationes 17,Aristid. 17 ; Aristid. Or. 17,
none,urn:cts:greekLit:tlg0284.tlg018.perseus-grc1,Ael. Ar. Orat. 18,Greek,Perseus:text:2008.01.0588:text=18,"Aristides, Aelius.",Orationes 18,Aristid. 18 ; Aristid. Or. 18,
none,urn:cts:greekLit:tlg0284.tlg019.perseus-grc1,Ael. Ar. Orat. 19,Greek,Perseus:text:2008.01.0588:text=19,"Aristides, Aelius.",Orationes 19,Aristid. 19 ; Aristid. Or. 19,
none,urn:cts:greekLit:tlg0284.tlg020.perseus-grc1,Ael. Ar. Orat. 20,Greek,Perseus:text:2008.01.0588:text=20,"Aristides, Aelius.",Orationes 20,Aristid. 20 ; Aristid. Or. 20,
none,urn:cts:greekLit:tlg0284.tlg021.perseus-grc1,Ael. Ar. Orat. 21,Greek,Perseus:text:2008.01.0588:text=21,"Aristides, Aelius.",Orationes 21,Aristid. 21 ; Aristid. Or. 21,
none,urn:cts:greekLit:tlg0284.tlg022.perseus-grc1,Ael. Ar. Orat. 22,Greek,Perseus:text:2008.01.0588:text=22,"Aristides, Aelius.",Orationes 22,Aristid. 22 ; Aristid. Or. 22,
none,urn:cts:greekLit:tlg0284.tlg023.perseus-grc1,Ael. Ar. Orat. 23,Greek,Perseus:text:2008.01.0588:text=23,"Aristides, Aelius.",Orationes 23,Aristid. 23 ; Aristid. Or. 23,
none,urn:cts:greekLit:tlg0284.tlg024.perseus-grc1,Ael. Ar. Orat. 24,Greek,Perseus:text:2008.01.0588:text=24,"Aristides, Aelius.",Orationes 24,Aristid. 24 ; Aristid. Or. 24,
none,urn:cts:greekLit:tlg0284.tlg025.perseus-grc1,Ael. Ar. Orat. 25,Greek,Perseus:text:2008.01.0588:text=25,"Aristides, Aelius.",Orationes 25,Aristid. 25 ; Aristid. Or. 25,
none,urn:cts:greekLit:tlg0284.tlg026.perseus-grc1,Ael. Ar. Orat. 26,Greek,Perseus:text:2008.01.0588:text=26,"Aristides, Aelius.",Orationes 26,Aristid. 26 ; Aristid. Or. 26,
none,urn:cts:greekLit:tlg0284.tlg027.perseus-grc1,Ael. Ar. Orat. 27,Greek,Perseus:text:2008.01.0588:text=27,"Aristides, Aelius.",Orationes 27,Aristid. 27 ; Aristid. Or. 27,
none,urn:cts:greekLit:tlg0284.tlg028.perseus-grc1,Ael. Ar. Orat. 28,Greek,Perseus:text:2008.01.0588:text=28,"Aristides, Aelius.",Orationes 28,Aristid. 28 ; Aristid. Or. 28,
none,urn:cts:greekLit:tlg0284.tlg029.perseus-grc1,Ael. Ar. Orat. 29,Greek,Perseus:text:2008.01.0588:text=29,"Aristides, Aelius.",Orationes 29,Aristid. 29 ; Aristid. Or. 29,
none,urn:cts:greekLit:tlg0284.tlg030.perseus-grc1,Ael. Ar. Orat. 30,Greek,Perseus:text:2008.01.0588:text=30,"Aristides, Aelius.",Orationes 30,Aristid. 30 ; Aristid. Or. 30,
none,urn:cts:greekLit:tlg0284.tlg031.perseus-grc1,Ael. Ar. Orat. 31,Greek,Perseus:text:2008.01.0588:text=31,"Aristides, Aelius.",Orationes 31,Aristid. 31 ; Aristid. Or. 31,
none,urn:cts:greekLit:tlg0284.tlg032.perseus-grc1,Ael. Ar. Orat. 32,Greek,Perseus:text:2008.01.0588:text=32,"Aristides, Aelius.",Orationes 32,Aristid. 32 ; Aristid. Or. 32,
none,urn:cts:greekLit:tlg0284.tlg033.perseus-grc1,Ael. Ar. Orat. 33,Greek,Perseus:text:2008.01.0588:text=33,"Aristides, Aelius.",Orationes 33,Aristid. 33 ; Aristid. Or. 33,
none,urn:cts:greekLit:tlg0284.tlg034.perseus-grc1,Ael. Ar. Orat. 34,Greek,Perseus:text:2008.01.0588:text=34,"Aristides, Aelius.",Orationes 34,Aristid. 34 ; Aristid. Or. 34,
none,urn:cts:greekLit:tlg0284.tlg035.perseus-grc1,Ael. Ar. Orat. 35,Greek,Perseus:text:2008.01.0588:text=35,"Aristides, Aelius.",Orationes 35,Aristid. 35 ; Aristid. Or. 35,
none,urn:cts:greekLit:tlg0284.tlg036.perseus-grc1,Ael. Ar. Orat. 36,Greek,Perseus:text:2008.01.0588:text=36,"Aristides, Aelius.",Orationes 36,Aristid. 36 ; Aristid. Or. 36,
none,urn:cts:greekLit:tlg0284.tlg037.perseus-grc1,Ael. Ar. Orat. 37,Greek,Perseus:text:2008.01.0588:text=37,"Aristides, Aelius.",Orationes 37,Aristid. 37 ; Aristid. Or. 37,
none,urn:cts:greekLit:tlg0284.tlg038.perseus-grc1,Ael. Ar. Orat. 38,Greek,Perseus:text:2008.01.0588:text=38,"Aristides, Aelius.",Orationes 38,Aristid. 38 ; Aristid. Or. 38,
none,urn:cts:greekLit:tlg0284.tlg039.perseus-grc1,Ael. Ar. Orat. 39,Greek,Perseus:text:2008.01.0588:text=39,"Aristides, Aelius.",Orationes 39,Aristid. 39 ; Aristid. Or. 39,
none,urn:cts:greekLit:tlg0284.tlg040.perseus-grc1,Ael. Ar. Orat. 40,Greek,Perseus:text:2008.01.0588:text=40,"Aristides, Aelius.",Orationes 40,Aristid. 40; Aristid. Or. 40,
none,urn:cts:greekLit:tlg0284.tlg041.perseus-grc1,Ael. Ar. Orat. 41,Greek,Perseus:text:2008.01.0588:text=41,"Aristides, Aelius.",Orationes 41,Aristid. 41; Aristid. Or. 41,
none,urn:cts:greekLit:tlg0284.tlg042.perseus-grc1,Ael. Ar. Orat. 42,Greek,Perseus:text:2008.01.0588:text=42,"Aristides, Aelius.",Orationes 42,Aristid. 42; Aristid. Or. 42,
none,urn:cts:greekLit:tlg0284.tlg043.perseus-grc1,Ael. Ar. Orat. 43,Greek,Perseus:text:2008.01.0588:text=43,"Aristides, Aelius.",Orationes 43,Aristid. 43; Aristid. Or. 43,
none,urn:cts:greekLit:tlg0284.tlg044.perseus-grc1,Ael. Ar. Orat. 44,Greek,Perseus:text:2008.01.0588:text=44,"Aristides, Aelius.",Orationes 44,Aristid. 44; Aristid. Or. 44,
none,urn:cts:greekLit:tlg0284.tlg045.perseus-grc1,Ael. Ar. Orat. 45,Greek,Perseus:text:2008.01.0588:text=45,"Aristides, Aelius.",Orationes 45,Aristid. 45; Aristid. Or. 45,
none,urn:cts:greekLit:tlg0284.tlg046.perseus-grc1,Ael. Ar. Orat. 46,Greek,Perseus:text:2008.01.0588:text=46,"Aristides, Aelius.",Orationes 46,Aristid. 46; Aristid. Or. 46,
none,urn:cts:greekLit:tlg0284.tlg047.perseus-grc1,Ael. Ar. Orat. 47,Greek,Perseus:text:2008.01.0588:text=47,"Aristides, Aelius.",Orationes 47,Aristid. 47; Aristid. Or. 47,
none,urn:cts:greekLit:tlg0284.tlg048.perseus-grc1,Ael. Ar. Orat. 48,Greek,Perseus:text:2008.01.0588:text=48,"Aristides, Aelius.",Orationes 48,Aristid. 48; Aristid. Or. 48,
none,urn:cts:greekLit:tlg0284.tlg049.perseus-grc1,Ael. Ar. Orat. 49,Greek,Perseus:text:2008.01.0588:text=49,"Aristides, Aelius.",Orationes 49,Aristid. 49; Aristid. Or. 49,
none,urn:cts:greekLit:tlg0284.tlg050.perseus-grc1,Ael. Ar. Orat. 50,Greek,Perseus:text:2008.01.0588:text=50,"Aristides, Aelius.",Orationes 50,Aristid. 50; Aristid. Or. 50,
none,urn:cts:greekLit:tlg0284.tlg051.perseus-grc1,Ael. Ar. Orat. 51,Greek,Perseus:text:2008.01.0588:text=51,"Aristides, Aelius.",Orationes 51,Aristid. 51; Aristid. Or. 51,
none,urn:cts:greekLit:tlg0284.tlg052.perseus-grc1,Ael. Ar. Orat. 52,Greek,Perseus:text:2008.01.0588:text=52,"Aristides, Aelius.",Orationes 52,Aristid. 52; Aristid. Or. 52,
none,urn:cts:greekLit:tlg0284.tlg053.perseus-grc1,Ael. Ar. Orat. 53,Greek,Perseus:text:2008.01.0588:text=53,"Aristides, Aelius.",Orationes 53,Aristid. 53; Aristid. Or. 53,
none,urn:cts:greekLit:tlg0284.tlg054.perseus-grc1,Ael. Ar. Orat. 54,Greek,Perseus:text:2008.01.0588:text=54,"Aristides, Aelius.",Orationes 54,Aristid. 54; Aristid. Or. 54,
none,urn:cts:greekLit:tlg0284.tlg055.perseus-grc1,Ael. Ar. Orat. 55,Greek,Perseus:text:2008.01.0588:text=55,"Aristides, Aelius.",Orationes 55,Aristid. 55; Aristid. Or. 55,
none,urn:cts:greekLit:tlg0284.tlg056.perseus-grc1,Ael. Ar. Ars,Greek,Perseus:text:2008.01.0589,"Aristides, Aelius.",Ars Rhetorica,Aristid.Rh.,
none,urn:cts:greekLit:tlg0341.tlg002.perseus-grc1,Lycophr.,Greek,Perseus:text:2008.01.0484,Lycophron,Alexandra,Lycophr.,
none,urn:cts:greekLit:tlg0363.tlg007.perseus-grc1,none,Greek,Perseus:text:2008.01.0636,Claudius Ptolemaeus,Tetrabiblos,Ptol.Tetr.,
"Perseus:abo:tlg,0385,001",urn:cts:greekLit:tlg0385.tlg001.perseus-grc1,none,Greek,Perseus:text:2008.01.0593,Cassius Dio Cocceianus,Historiae Romanae,Cass.Dio.,
"Perseus:abo:tlg,0525,001",urn:cts:greekLit:tlg0525.tlg001.perseus-eng1,Paus.,English,Perseus:text:1999.01.0160,Pausanias,Description of Greece,,
"Perseus:abo:tlg,0525,001",urn:cts:greekLit:tlg0525.tlg001.perseus-grc1,Paus.,Greek,Perseus:text:1999.01.0159,Pausanias,Graeciae Descriptio,,
"Perseus:abo:tlg,0526,001",urn:cts:greekLit:tlg0526.tlg001.perseus-eng1,J. AJ,English,Perseus:text:1999.01.0146,Flavius Josephus,Antiquities of the Jews,Joseph.AJ,
"Perseus:abo:tlg,0526,001",urn:cts:greekLit:tlg0526.tlg001.perseus-grc1,J. AJ,Greek,Perseus:text:1999.01.0145,Flavius Josephus,Antiquitates Judaicae,Joseph.AJ,
"Perseus:abo:tlg,0526,002",urn:cts:greekLit:tlg0526.tlg002.perseus-eng1,J. Vit.,English,Perseus:text:1999.01.0150,Flavius Josephus,The Life of Flavius Josephus,Joseph.Vit.,
"Perseus:abo:tlg,0526,002",urn:cts:greekLit:tlg0526.tlg002.perseus-grc1,J. Vit.,Greek,Perseus:text:1999.01.0149,Flavius Josephus,Josephi vita,Joseph.Vit.,
"Perseus:abo:tlg,0526,003",urn:cts:greekLit:tlg0526.tlg003.perseus-eng1,J. Ap.,English,Perseus:text:1999.01.0216,Flavius Josephus,Against Apion,Joseph.Ap.,
"Perseus:abo:tlg,0526,003",urn:cts:greekLit:tlg0526.tlg003.perseus-grc1,J. Ap.,Greek,Perseus:text:1999.01.0215,Flavius Josephus,Contra Apionem,Joseph.Ap.,
"Perseus:abo:tlg,0526,004",urn:cts:greekLit:tlg0526.tlg004.perseus-eng1,J. BJ,English,Perseus:text:1999.01.0148,Julian the Emperor,The Wars of the Jews,Joseph. BJ,
"Perseus:abo:tlg,0526,004",urn:cts:greekLit:tlg0526.tlg004.perseus-grc1,J. BJ,Greek,Perseus:text:1999.01.0147,Flavius Josephus,De bello Judaico libri vii,Joseph. BJ,
"Perseus:abo:tlg,0527,001",urn:cts:greekLit:tlg0527.tlg001.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Genesis,Old Testament,Genesis,LXX Ge.; OT Gen.,
"Perseus:abo:tlg,0527,001",urn:cts:greekLit:tlg0527.tlg001.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Genesis,Old Testament,Genesis,LXX Ge.; OT Gen.,
"Perseus:abo:tlg,0527,002",urn:cts:greekLit:tlg0527.tlg002.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Exodus,Old Testament,Exodus,LXX Ex.; OT Exod.,
"Perseus:abo:tlg,0527,002",urn:cts:greekLit:tlg0527.tlg002.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Exodus,Old Testament,Exodus,LXX Ex.; OT Exod.,
"Perseus:abo:tlg,0527,003",urn:cts:greekLit:tlg0527.tlg003.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Leviticus,Old Testament,Leviticus,LXX Le.; OT Lev.,
"Perseus:abo:tlg,0527,003",urn:cts:greekLit:tlg0527.tlg003.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Leviticus,Old Testament,Leviticus,LXX Le.; OT Lev.,
"Perseus:abo:tlg,0527,004",urn:cts:greekLit:tlg0527.tlg004.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Numbers,Old Testament,Numbers / Numeri,LXX Nu.; OT Num.,
"Perseus:abo:tlg,0527,004",urn:cts:greekLit:tlg0527.tlg004.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Numbers,Old Testament,Numeri,LXX Nu.; OT Num.,
"Perseus:abo:tlg,0527,005",urn:cts:greekLit:tlg0527.tlg005.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Deuteronomy,Old Testament,Deuteronomy ,LXX De.; OT Deut.,
"Perseus:abo:tlg,0527,005",urn:cts:greekLit:tlg0527.tlg005.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Deuteronomy,Old Testament,Deuteronomium,LXX De.; OT Deut.,
"Perseus:abo:tlg,0527,006",urn:cts:greekLit:tlg0527.tlg006.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Joshua,Old Testament,Joshua,LXX Jo.; OT Josh.,
"Perseus:abo:tlg,0527,006",urn:cts:greekLit:tlg0527.tlg006.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Joshua,Old Testament,Josue,LXX Jo.; OT Josh.,
"Perseus:abo:tlg,0527,008",urn:cts:greekLit:tlg0527.tlg008.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Judges,Old Testament,Judges,LXX Jd.; OT. Judg.,
"Perseus:abo:tlg,0527,008",urn:cts:greekLit:tlg0527.tlg008.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Judges,Old Testament,Judices,LXX Jd.; OT. Judg.,
"Perseus:abo:tlg,0527,010",urn:cts:greekLit:tlg0527.tlg010.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Ruth,Old Testament,Ruth,LXX Ru.; OT Ruth,
"Perseus:abo:tlg,0527,010",urn:cts:greekLit:tlg0527.tlg010.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Ruth,Old Testament,Ruth,LXX Ru.; OT Ruth,
"Perseus:abo:tlg,0527,011",urn:cts:greekLit:tlg0527.tlg011.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=I Samuel,Old Testament,I Samuel,LXX 1 Ki.; OT 1 Sam.,
"Perseus:abo:tlg,0527,011",urn:cts:greekLit:tlg0527.tlg011.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=1 Samuel,Old Testament,I Samuel,LXX 1 Ki.; OT 1 Sam.,
"Perseus:abo:tlg,0527,012",urn:cts:greekLit:tlg0527.tlg012.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=II Samuel,Old Testament,II Samuel,LXX 2 Ki.; OT 2 Sam.,
"Perseus:abo:tlg,0527,012",urn:cts:greekLit:tlg0527.tlg012.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=2 Samuel,Old Testament,2 Samuel,LXX 2 Ki.; OT 2 Sam.,
"Perseus:abo:tlg,0527,013",urn:cts:greekLit:tlg0527.tlg013.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=I Kings,Old Testament,I Kings,LXX 1 Ki.: OT 1 Kings,
"Perseus:abo:tlg,0527,013",urn:cts:greekLit:tlg0527.tlg013.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=1 Kings,Old Testament,I Kings,LXX 1 Ki.: OT 1 Kings,
"Perseus:abo:tlg,0527,014",urn:cts:greekLit:tlg0527.tlg014.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=II Kings,Old Testament,II Kings,LXX 2 Ki.; OT 2 Kings,
"Perseus:abo:tlg,0527,014",urn:cts:greekLit:tlg0527.tlg014.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=2 Kings,Old Testament,II Kings,LXX 2 Ki.; OT 2 Kings,
"Perseus:abo:tlg,0527,015",urn:cts:greekLit:tlg0527.tlg015.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=I Chronicles,Old Testament,I Chronicles,LXX 1 Ch.; OT 1 Chron.,
"Perseus:abo:tlg,0527,015",urn:cts:greekLit:tlg0527.tlg015.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=1 Chronicles,Old Testament,I Chronicles,LXX 1 Ch.; OT 1 Chron.,
"Perseus:abo:tlg,0527,016",urn:cts:greekLit:tlg0527.tlg016.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=II Chronicles,Old Testament,II Chronicles,LXX 2 Ch.; OT 2 Chron.,
"Perseus:abo:tlg,0527,016",urn:cts:greekLit:tlg0527.tlg016.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=2 Chronicles,Old Testament,II Chronicles,LXX 2 Ch.; OT 2 Chron.,
"Perseus:abo:tlg,0527,017",urn:cts:greekLit:tlg0527.tlg017.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=1 Esdras,Old Testament,1 Esdras,LXX 1 Es.; OT Ezra,
"Perseus:abo:tlg,0527,018",urn:cts:greekLit:tlg0527.tlg018.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Nehemiah,Old Testament,Nehemiah,LXX Ne.; OT. Neh.,
"Perseus:abo:tlg,0527,018",urn:cts:greekLit:tlg0527.tlg018.perseus-eng2,none,English,Perseus:text:1999.01.0156:book=Ezra,Old Testament,Ezra,LXX 2 Es.,
"Perseus:abo:tlg,0527,018",urn:cts:greekLit:tlg0527.tlg018.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=2 Esdras,Old Testament,2 Esdras,LXX 2 Es.,
"Perseus:abo:tlg,0527,019",urn:cts:greekLit:tlg0527.tlg019.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Esther,Old Testament,Esther,LXX Es.,
"Perseus:abo:tlg,0527,019",urn:cts:greekLit:tlg0527.tlg019.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Esther,Old Testament,Esther,LXX Es.,
"Perseus:abo:tlg,0527,020",urn:cts:greekLit:tlg0527.tlg020.perseus-lat1,none,English,Perseus:text:1999.02.0060:book=Judith,Old Testament,Judith,LXX Ju.,
"Perseus:abo:tlg,0527,021",urn:cts:greekLit:tlg0527.tlg021.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Tobias,Old Testament,Tobias,LXX To.,
"Perseus:abo:tlg,0527,023",urn:cts:greekLit:tlg0527.tlg023.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=1 Maccabees,Old Testament,1 Maccabees,LXX 1 Ma.; OT. Mac.,
"Perseus:abo:tlg,0527,024",urn:cts:greekLit:tlg0527.tlg024.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=2 Maccabees,Old Testament,2 Maccabees,LXX 1 Ma.; OT. Mac.,
"Perseus:abo:tlg,0527,027",urn:cts:greekLit:tlg0527.tlg027.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Psalms,Old Testament,Psalms,LXX Ps.; OT Ps.,
"Perseus:abo:tlg,0527,027",urn:cts:greekLit:tlg0527.tlg027.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Psalms,Old Testament,Psalms,LXX Ps.; OT Ps.,
"Perseus:abo:tlg,0527,029",urn:cts:greekLit:tlg0527.tlg029.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Proverbs,Old Testament,Proverbs,LXX Pr.; OT Prov.,
"Perseus:abo:tlg,0527,029",urn:cts:greekLit:tlg0527.tlg029.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Proverbs,Old Testament,Proverbs,LXX Pr.; OT Prov.,
"Perseus:abo:tlg,0527,030",urn:cts:greekLit:tlg0527.tlg030.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Ecclesiastes,Old Testament,Ecclesiastes,LXX Ec.; OT Eccles.,
"Perseus:abo:tlg,0527,030",urn:cts:greekLit:tlg0527.tlg030.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Ecclesiastes,Old Testament,Ecclesiastes,LXX Ec.; OT Eccles.,
"Perseus:abo:tlg,0527,031",urn:cts:greekLit:tlg0527.tlg031.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Canticle,Old Testament,Canticle,LXX Ca.,
"Perseus:abo:tlg,0527,031",urn:cts:greekLit:tlg0527.tlg031.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Song of Songs,Old Testament,Song of Songs,LXX Ca.; OT Song of Sol.,
"Perseus:abo:tlg,0527,032",urn:cts:greekLit:tlg0527.tlg032.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Job,Old Testament,Job,LXX Jb.,
"Perseus:abo:tlg,0527,032",urn:cts:greekLit:tlg0527.tlg032.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Job,Old Testament,Job,LXX Jb.,
"Perseus:abo:tlg,0527,033",urn:cts:greekLit:tlg0527.tlg033.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Wisdom,Old Testament,Wisdom,LXX Wi.,
"Perseus:abo:tlg,0527,034",urn:cts:greekLit:tlg0527.tlg034.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Sirach,Old Testament,Sirach,LXX Si.,
"Perseus:abo:tlg,0527,036",urn:cts:greekLit:tlg0527.tlg036.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Hosea,Old Testament,Hosea,LXX Ho.; OT Hos.,
"Perseus:abo:tlg,0527,036",urn:cts:greekLit:tlg0527.tlg036.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Hosea,Old Testament,Osee,LXX Ho.; OT Hos.,
"Perseus:abo:tlg,0527,037",urn:cts:greekLit:tlg0527.tlg037.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Amos,Old Testament,Amos,LXX Am.; OT Amos,
"Perseus:abo:tlg,0527,037",urn:cts:greekLit:tlg0527.tlg037.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Amos,Old Testament,Amos,LXX Am.; OT Amos,
"Perseus:abo:tlg,0527,038",urn:cts:greekLit:tlg0527.tlg038.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Micah,Old Testament,Micah,LXX Mi.; OT Mic.,
"Perseus:abo:tlg,0527,038",urn:cts:greekLit:tlg0527.tlg038.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Micah,Old Testament,Michaeas,LXX Mi.; OT Mic.,
"Perseus:abo:tlg,0527,039",urn:cts:greekLit:tlg0527.tlg039.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Joel,Old Testament,Joel,LXX Jl.,
"Perseus:abo:tlg,0527,039",urn:cts:greekLit:tlg0527.tlg039.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Joel,Old Testament,Joel,LXX Jl.,
"Perseus:abo:tlg,0527,040",urn:cts:greekLit:tlg0527.tlg040.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Obadiah,Old Testament,Obadiah,LXX Ob.; OT Obad.,
"Perseus:abo:tlg,0527,040",urn:cts:greekLit:tlg0527.tlg040.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Obadiah,Old Testament,Obadiah,LXX Ob.; OT Obad.,
"Perseus:abo:tlg,0527,041",urn:cts:greekLit:tlg0527.tlg041.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Jonah,Old Testament,Jonah,LXX Jn.; OT Jon.,
"Perseus:abo:tlg,0527,041",urn:cts:greekLit:tlg0527.tlg041.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Jonah,Old Testament,Jonah,LXX Jn.; OT Jon.,
"Perseus:abo:tlg,0527,042",urn:cts:greekLit:tlg0527.tlg042.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Nahum,Old Testament,Nahum,LXX Na.; OT Nah.,
"Perseus:abo:tlg,0527,042",urn:cts:greekLit:tlg0527.tlg042.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Nahum,Old Testament,Nahum,LXX Na.; OT Nah.,
"Perseus:abo:tlg,0527,043",urn:cts:greekLit:tlg0527.tlg043.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Habakkuk,Old Testament,Habakkuk,LXX Hb.; OT Hab.,
"Perseus:abo:tlg,0527,043",urn:cts:greekLit:tlg0527.tlg043.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Habbakuk,Old Testament,Habakkuk,LXX Hb.; OT Hab.,
"Perseus:abo:tlg,0527,044",urn:cts:greekLit:tlg0527.tlg044.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Zephaniah,Old Testament,Zephoniah,LXX Ze.; OT Zeph.,
"Perseus:abo:tlg,0527,044",urn:cts:greekLit:tlg0527.tlg044.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Zephoniah,Old Testament,Zephoniah,LXX Ze.; OT Zeph.,
"Perseus:abo:tlg,0527,045",urn:cts:greekLit:tlg0527.tlg045.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Haggai,Old Testament,Haggai,LXX Hg.; OT Hag.,
"Perseus:abo:tlg,0527,045",urn:cts:greekLit:tlg0527.tlg045.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Haggaiah,Old Testament,Haggaiah,LXX Hg.; OT Hag.,
"Perseus:abo:tlg,0527,046",urn:cts:greekLit:tlg0527.tlg046.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Zechariah,Old Testament,Zechariah,LXX Za.; OT. Zech.,
"Perseus:abo:tlg,0527,046",urn:cts:greekLit:tlg0527.tlg046.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Zechariah,Old Testament,Zechariah,LXX Za.; OT. Zech.,
"Perseus:abo:tlg,0527,047",urn:cts:greekLit:tlg0527.tlg047.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Malachi,Old Testament,Malachi,LXX Ma.; OT. Mal.,
"Perseus:abo:tlg,0527,047",urn:cts:greekLit:tlg0527.tlg047.perseus-lat1,none,Latin,Perseus:text:1999.02.0060:book=Malachi,Old Testament,Malachias,LXX Ma.; OT. Mal.,
"Perseus:abo:tlg,0527,048",urn:cts:greekLit:tlg0527.tlg048.perseus-eng1,none,English,Perseus:text:1999.01.0156:book=Isaiah,Old Testament,Isaiah,LXX Is.; OT Isa.,
